Order_ID,Date,Item_Name,Quantity,Total_Price,Customer_Type,Feedback,Discount_Applied,Delivery_Location
SW-216,2025-04-14,Mutton Biryani,1,350,Returning,Good,0,Indirapuram
SW-216,2025-04-14,veg pulao,3,420,New,Average,20,Vaishali
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,0,Noida Sector 15
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,15,Greater Noida
SW-216,2025-04-14,kadai paneer,1,280,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Good,0,Indirapuram
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Vaishali
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,10,Noida Sector 18
SW-216,2025-04-14,dal makhani,2,200,New,Excellent,0,Noida Sector 15
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,0,Greater Noida
SW-216,2025-04-14,Dal Tadka,2,240,Returning,Excellent,0,Punjabi Bagh
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Good,30,Vasant Kunj
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,20,Greater Noida
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,0,Noida Sector 62
SW-216,2025-04-14,kadai paneer,1,280,New,Good,0,Indirapuram
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Excellent,10,Vaishali
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Noida Sector 15
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,25,Noida Sector 18
SW-216,2025-04-14,dal makhani,2,200,New,Excellent,0,Greater Noida
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Tandoori Roti,4,100,New,Average,10,Indirapuram
SW-216,2025-04-14,malai kofta,2,320,Returning,Good,0,Vaishali
SW-216,2025-04-14,Fish Curry,1,350,New,Excellent,15,Noida Sector 18
SW-216,2025-04-14,Chana Masala,2,240,Returning,Average,0,Noida Sector 15
SW-216,2025-04-14,Paneer Tikka Masala,1,300,New,Good,20,Greater Noida
SW-216,2025-04-14,butter naan,3,150,Returning,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Veg Biryani,2,400,New,Good,0,Indirapuram
SW-216,2025-04-14,Chicken Tikka,1,250,Returning,Excellent,30,Vaishali
SW-216,2025-04-14,Dal Tadka,1,150,New,Average,0,Noida Sector 18
SW-216,2025-04-14,MIXED VEG CURRY,2,300,Returning,Good,0,Noida Sector 15
SW-216,2025-04-14,Gulab Jamun,3,180,New,Excellent,10,Greater Noida
SW-216,2025-04-14,Raita,2,90,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Shahi Paneer,1,320,New,Average,20,Indirapuram
SW-216,2025-04-14,laccha paratha,3,120,Returning,Excellent,0,Vaishali
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Good,15,Noida Sector 18
SW-216,2025-04-14,Kadhai Chicken,1,320,Returning,Excellent,0,Vaishali
SW-216,2025-04-14,Butter Naan,4,200,New,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Paneer Butter Masala,1,250,Returning,Good,30,Noida Sector 15
SW-216,2025-04-14,Garlic Bread,2,180,New,Average,0,Greater Noida
SW-216,2025-04-14,Veg Biryani,1,200,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Chicken Biryani,2,500,New,Excellent,15,Indirapuram
SW-216,2025-04-14,Dal Makhani,1,180,Returning,Good,0,Vaishali
SW-216,2025-04-14,Mixed Veg Curry,3,450,New,Average,20,Noida Sector 18
SW-216,2025-04-14,Fish Curry,1,300,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,cheese garlic bread,2,260,New,Good,0,Greater Noida
SW-216,2025-04-14,Mutton Biryani,1,350,Returning,Excellent,25,Noida Sector 62
SW-216,2025-04-14,veg pulao,3,420,New,Average,0,Indirapuram
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Good,0,Vaishali
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,10,Noida Sector 18
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,0,Noida Sector 15
SW-216,2025-04-14,kadai paneer,1,280,New,Excellent,0,Greater Noida
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Excellent,15,Noida Sector 62
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Indirapuram
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,0,Vaishali
SW-216,2025-04-14,dal makhani,2,200,New,Good,10,Noida Sector 18
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,Tandoori Roti,4,100,New,Good,0,Greater Noida
SW-216,2025-04-14,kadai paneer,1,280,New,Good,20,Noida Sector 18
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Greater Noida
SW-216,2025-04-14,veg hakka noodles,1,220,New,Average,0,Noida Sector 62
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Good,0,Indirapuram
SW-216,2025-04-14,kadai paneer,1,280,New,Excellent,10,Vaishali
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Good,0,Noida Sector 15
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,15,Noida Sector 18
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Excellent,0,Greater Noida
SW-216,2025-04-14,dal makhani,2,200,New,Good,0,Noida Sector 62
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,20,Indirapuram
SW-216,2025-04-14,Tandoori Roti,4,100,New,Average,0,Vaishali
SW-216,2025-04-14,malai kofta,2,320,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Fish Curry,1,350,New,Good,25,Noida Sector 15
SW-216,2025-04-14,Chana Masala,2,240,Returning,Good,0,Greater Noida
SW-216,2025-04-14,Paneer Tikka Masala,1,300,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,butter naan,3,150,Returning,Good,10,Indirapuram
SW-216,2025-04-14,Veg Biryani,2,400,New,Average,0,Vaishali
SW-216,2025-04-14,Chicken Tikka,1,250,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Dal Tadka,1,150,New,Good,15,Noida Sector 15
SW-216,2025-04-14,MIXED VEG CURRY,2,300,Returning,Good,0,Greater Noida
SW-216,2025-04-14,Gulab Jamun,3,180,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Raita,2,90,Returning,Good,20,Indirapuram
SW-216,2025-04-14,Shahi Paneer,1,320,New,Average,0,Vaishali
SW-216,2025-04-14,laccha paratha,3,120,Returning,Good,0,Noida Sector 18
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Excellent,10,Noida Sector 15
SW-216,2025-04-14,Egg Curry,2,260,Returning,Excellent,0,Greater Noida
SW-216,2025-04-14,veg spring rolls,3,300,New,Average,0,Noida Sector 62
SW-216,2025-04-14,Veg Manchurian,1,200,Returning,Good,25,Indirapuram
SW-216,2025-04-14,Dal Fry,2,240,New,Good,0,Vaishali
SW-216,2025-04-14,Kadhai Chicken,1,320,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Butter Naan,4,200,New,Good,0,Noida Sector 15
SW-216,2025-04-14,Paneer Butter Masala,1,250,Returning,Average,15,Greater Noida
SW-216,2025-04-14,Garlic Bread,2,180,New,Good,0,Noida Sector 62
SW-216,2025-04-14,Veg Biryani,1,200,Returning,Excellent,0,Indirapuram
SW-216,2025-04-14,Chicken Biryani,2,500,New,Good,30,Vaishali
SW-216,2025-04-14,Dal Makhani,1,180,Returning,Good,0,Noida Sector 18
SW-216,2025-04-14,Mixed Veg Curry,3,450,New,Average,0,Noida Sector 15
SW-216,2025-04-14,Fish Curry,1,300,Returning,Excellent,10,Greater Noida
SW-216,2025-04-14,cheese garlic bread,2,260,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Mutton Biryani,1,350,Returning,Good,0,Indirapuram
SW-216,2025-04-14,veg pulao,3,420,New,Average,20,Vaishali
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,0,Noida Sector 15
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,15,Greater Noida
SW-216,2025-04-14,kadai paneer,1,280,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Good,0,Indirapuram
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Vaishali
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,10,Noida Sector 18
SW-216,2025-04-14,dal makhani,2,200,New,Excellent,0,Noida Sector 15
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,0,Greater Noida
SW-216,2025-04-14,Dal Tadka,2,240,Returning,Excellent,0,Punjabi Bagh
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Good,30,Vasant Kunj
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,20,Greater Noida
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,0,Noida Sector 62
SW-216,2025-04-14,kadai paneer,1,280,New,Good,0,Indirapuram
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Excellent,10,Vaishali
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Noida Sector 15
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,25,Noida Sector 18
SW-216,2025-04-14,dal makhani,2,200,New,Excellent,0,Greater Noida
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Tandoori Roti,4,100,New,Average,10,Indirapuram
SW-216,2025-04-14,malai kofta,2,320,Returning,Good,0,Vaishali
SW-216,2025-04-14,Fish Curry,1,350,New,Excellent,15,Noida Sector 18
SW-216,2025-04-14,Chana Masala,2,240,Returning,Average,0,Noida Sector 15
SW-216,2025-04-14,Paneer Tikka Masala,1,300,New,Good,20,Greater Noida
SW-216,2025-04-14,butter naan,3,150,Returning,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Veg Biryani,2,400,New,Good,0,Indirapuram
SW-216,2025-04-14,Chicken Tikka,1,250,Returning,Excellent,30,Vaishali
SW-216,2025-04-14,Dal Tadka,1,150,New,Average,0,Noida Sector 18
SW-216,2025-04-14,MIXED VEG CURRY,2,300,Returning,Good,0,Noida Sector 15
SW-216,2025-04-14,Gulab Jamun,3,180,New,Excellent,10,
SW-216,2025-04-14,Raita,2,90,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Shahi Paneer,1,320,New,Average,20,Indirapuram
SW-216,2025-04-14,laccha paratha,3,120,Returning,Excellent,0,Vaishali
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Good,15,
SW-216,2025-04-14,Egg Curry,2,260,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,veg spring rolls,3,300,New,Average,20,Greater Noida
SW-216,2025-04-14,Veg Manchurian,1,200,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Dal Fry,2,240,New,Good,10,Indirapuram
SW-216,2025-04-14,Kadhai Chicken,1,320,Returning,Excellent,0,Vaishali
SW-216,2025-04-14,Butter Naan,4,200,New,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Paneer Butter Masala,1,250,Returning,Good,30,Noida Sector 15
SW-216,2025-04-14,Garlic Bread,2,180,New,Average,0,Greater Noida
SW-216,2025-04-14,Veg Biryani,1,200,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Chicken Biryani,2,500,New,Excellent,15,Indirapuram
SW-216,2025-04-14,Dal Makhani,1,180,Returning,Good,0,Vaishali
SW-216,2025-04-14,Mixed Veg Curry,3,450,New,Average,20,Noida Sector 18
SW-216,2025-04-14,Fish Curry,1,300,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,cheese garlic bread,2,260,New,Good,0,Greater Noida
SW-216,2025-04-14,Mutton Biryani,1,350,Returning,Excellent,25,Noida Sector 62
SW-216,2025-04-14,cheese garlic bread,2,260,New,Good,0,Hauz Khas
SW-216,2025-04-14,Mutton Biryani,1,350,Returning,Excellent,0,Rajouri Garden
SW-216,2025-04-14,veg pulao,3,420,New,Average,40,Connaught Place
SW-216,2025-04-14,Dal Tadka,2,240,Returning,Excellent,0,Punjabi Bagh
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Good,30,Vasant Kunj
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,20,Greater Noida
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,0,Noida Sector 62
SW-216,2025-04-14,kadai paneer,1,280,New,Good,0,Indirapuram
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Excellent,10,Vaishali
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Noida Sector 15
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,25,Noida Sector 18
SW-216,2025-04-14,dal makhani,2,200,New,Excellent,0,Greater Noida
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Tandoori Roti,4,100,New,Average,10,Indirapuram
SW-216,2025-04-14,malai kofta,2,320,Returning,Good,0,Vaishali
SW-216,2025-04-14,Fish Curry,1,350,New,Excellent,15,Noida Sector 18
SW-216,2025-04-14,Chana Masala,2,240,Returning,Average,0,Noida Sector 15
SW-216,2025-04-14,Paneer Tikka Masala,1,300,New,Good,20,Greater Noida
SW-216,2025-04-14,butter naan,3,150,Returning,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Veg Biryani,2,400,New,Good,0,Indirapuram
SW-216,2025-04-14,Chicken Tikka,1,250,Returning,Excellent,30,Vaishali
SW-216,2025-04-14,Dal Tadka,1,150,New,Average,0,Noida Sector 18
SW-216,2025-04-14,MIXED VEG CURRY,2,300,Returning,Good,0,Noida Sector 15
SW-216,2025-04-14,Gulab Jamun,3,180,New,Excellent,10,
SW-216,2025-04-14,Raita,2,90,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Shahi Paneer,1,320,New,Average,20,Indirapuram
SW-216,2025-04-14,laccha paratha,3,120,Returning,Excellent,0,Vaishali
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Good,15,
SW-216,2025-04-14,Egg Curry,2,260,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,veg spring rolls,3,300,New,Average,20,Greater Noida
SW-216,2025-04-14,Veg Manchurian,1,200,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Dal Fry,2,240,New,Good,10,Indirapuram
SW-216,2025-04-14,Kadhai Chicken,1,320,Returning,Excellent,0,Vaishali
SW-216,2025-04-14,Butter Naan,4,200,New,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Paneer Butter Masala,1,250,Returning,Good,30,Noida Sector 15
SW-216,2025-04-14,Garlic Bread,2,180,New,Average,0,Greater Noida
SW-216,2025-04-14,Veg Biryani,1,200,Returning,Good,0,Noida Sector 62
SW-216,2025-04-14,Chicken Biryani,2,500,New,Excellent,15,Indirapuram
SW-216,2025-04-14,Dal Makhani,1,180,Returning,Good,0,Vaishali
SW-216,2025-04-14,Mixed Veg Curry,3,450,New,Average,20,Noida Sector 18
SW-216,2025-04-14,Fish Curry,1,300,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,cheese garlic bread,2,260,New,Good,0,Greater Noida
SW-216,2025-04-14,Mutton Biryani,1,350,Returning,Excellent,25,Noida Sector 62
SW-216,2025-04-14,veg pulao,3,420,New,Average,0,Indirapuram
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Good,0,Vaishali
SW-216,2025-04-14,veg hakka noodles,1,220,New,Good,10,Noida Sector 18
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Average,0,Noida Sector 15
SW-216,2025-04-14,kadai paneer,1,280,New,Excellent,0,Greater Noida
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Excellent,15,Noida Sector 62
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,0,Indirapuram
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Good,0,Vaishali
SW-216,2025-04-14,dal makhani,2,200,New,Good,10,Noida Sector 18
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Excellent,0,Noida Sector 15
SW-216,2025-04-14,Tandoori Roti,4,100,New,Good,0,Greater Noida
SW-216,2025-04-14,kadai paneer,1,280,New,Good,20,Noida Sector 18
SW-216,2025-04-14,Butter Chicken,2,500,Returning,Excellent,0,Greater Noida
SW-216,2025-04-14,veg hakka noodles,1,220,New,Average,0,Noida Sector 62
SW-216,2025-04-14,Garlic Naan,3,180,Returning,Good,0,Indirapuram
SW-216,2025-04-14,kadai paneer,1,280,New,Excellent,10,Vaishali
SW-216,2025-04-14,Chicken Biryani,2,500,Returning,Good,0,Noida Sector 15
SW-216,2025-04-14,Veg Pulao,1,160,New,Average,15,Noida Sector 18
SW-216,2025-04-14,Mutton Korma,1,380,Returning,Excellent,0,Greater Noida
SW-216,2025-04-14,dal makhani,2,200,New,Good,0,Noida Sector 62
SW-216,2025-04-14,Jeera Rice,1,140,Returning,Good,20,Indirapuram
SW-216,2025-04-14,Tandoori Roti,4,100,New,Average,0,Vaishali
SW-216,2025-04-14,malai kofta,2,320,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Fish Curry,1,350,New,Good,25,Noida Sector 15
SW-216,2025-04-14,Chana Masala,2,240,Returning,Good,0,Greater Noida
SW-216,2025-04-14,Paneer Tikka Masala,1,300,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,butter naan,3,150,Returning,Good,10,Indirapuram
SW-216,2025-04-14,Veg Biryani,2,400,New,Average,0,Vaishali
SW-216,2025-04-14,Chicken Tikka,1,250,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Dal Tadka,1,150,New,Good,15,Noida Sector 15
SW-216,2025-04-14,MIXED VEG CURRY,2,300,Returning,Good,0,Greater Noida
SW-216,2025-04-14,Gulab Jamun,3,180,New,Excellent,0,Noida Sector 62
SW-216,2025-04-14,Raita,2,90,Returning,Good,20,Indirapuram
SW-216,2025-04-14,Shahi Paneer,1,320,New,Average,0,Vaishali
SW-216,2025-04-14,laccha paratha,3,120,Returning,Good,0,Noida Sector 18
SW-216,2025-04-14,Mutton Rogan Josh,1,450,New,Excellent,10,Noida Sector 15
SW-216,2025-04-14,Egg Curry,2,260,Returning,Excellent,0,Greater Noida
SW-216,2025-04-14,veg spring rolls,3,300,New,Average,0,Noida Sector 62
SW-216,2025-04-14,Veg Manchurian,1,200,Returning,Good,25,Indirapuram
SW-216,2025-04-14,Dal Fry,2,240,New,Good,0,Vaishali
SW-216,2025-04-14,Kadhai Chicken,1,320,Returning,Excellent,0,Noida Sector 18
SW-216,2025-04-14,Butter Naan,4,200,New,Good,0,Noida Sector 15
SW-216,2025-04-14,Paneer Butter Masala,1,250,Returning,Average,15,Greater Noida
SW-216,2025-04-14,Garlic Bread,2,180,New,Good,0,Noida Sector 62
